State,Year,Quarter,HPI
AK,1975,1,62.04
AK,1975,2,63.75
AK,1975,3,67.33
AK,1975,4,68.48
AK,1976,1,70.58
AK,1976,2,69.81
AK,1976,3,74.78
AK,1976,4,72.21
AK,1977,1,78.41
AK,1977,2,79.35
AK,1977,3,81.02
AK,1977,4,79.28
AK,1978,1,79.00
AK,1978,2,86.11
AK,1978,3,87.15
AK,1978,4,86.99
AK,1979,1,88.89
AK,1979,2,95.87
AK,1979,3,93.00
AK,1979,4,95.32
AK,1980,1,100.00
AK,1980,2,81.08
AK,1980,3,73.81
AK,1980,4,94.37
AK,1981,1,89.29
AK,1981,2,107.98
AK,1981,3,115.79
AK,1981,4,128.66
AK,1982,1,135.00
AK,1982,2,129.77
AK,1982,3,140.32
AK,1982,4,135.97
AK,1983,1,137.88
AK,1983,2,140.18
AK,1983,3,144.55
AK,1983,4,145.17
AK,1984,1,149.14
AK,1984,2,147.47
AK,1984,3,152.80
AK,1984,4,151.38
AK,1985,1,144.31
AK,1985,2,144.79
AK,1985,3,145.54
AK,1985,4,140.84
AK,1986,1,141.57
AK,1986,2,144.12
AK,1986,3,139.62
AK,1986,4,136.11
AK,1987,1,132.96
AK,1987,2,123.89
AK,1987,3,115.09
AK,1987,4,104.27
AK,1988,1,120.87
AK,1988,2,114.13
AK,1988,3,125.53
AK,1988,4,131.24
AK,1989,1,127.81
AK,1989,2,103.84
AK,1989,3,103.28
AK,1989,4,101.40
AK,1990,1,97.99
AK,1990,2,111.47
AK,1990,3,121.11
AK,1990,4,118.79
AK,1991,1,123.65
AK,1991,2,126.65
AK,1991,3,130.46
AK,1991,4,130.70
AK,1992,1,132.49
AK,1992,2,133.61
AK,1992,3,134.34
AK,1992,4,135.00
AK,1993,1,134.73
AK,1993,2,135.20
AK,1993,3,137.63
AK,1993,4,138.38
AK,1994,1,139.46
AK,1994,2,142.74
AK,1994,3,144.34
AK,1994,4,143.74
AK,1995,1,145.73
AK,1995,2,148.57
AK,1995,3,149.91
AK,1995,4,150.47
AK,1996,1,152.83
AK,1996,2,155.21
AK,1996,3,155.76
AK,1996,4,157.83
AK,1997,1,157.81
AK,1997,2,158.83
AK,1997,3,160.27
AK,1997,4,162.16
AK,1998,1,162.07
AK,1998,2,164.78
AK,1998,3,166.22
AK,1998,4,165.91
AK,1999,1,167.98
AK,1999,2,171.70
AK,1999,3,171.21
AK,1999,4,171.57
AK,2000,1,171.04
AK,2000,2,173.42
AK,2000,3,174.57
AK,2000,4,175.10
AK,2001,1,177.85
AK,2001,2,181.58
AK,2001,3,184.06
AK,2001,4,184.59
AK,2002,1,187.41
AK,2002,2,192.63
AK,2002,3,193.95
AK,2002,4,193.54
AK,2003,1,194.86
AK,2003,2,197.89
AK,2003,3,202.43
AK,2003,4,210.25
AK,2004,1,211.44
AK,2004,2,216.75
AK,2004,3,227.65
AK,2004,4,230.14
AK,2005,1,235.60
AK,2005,2,244.25
AK,2005,3,253.53
AK,2005,4,260.79
AK,2006,1,265.30
AK,2006,2,271.66
AK,2006,3,276.85
AK,2006,4,278.40
AK,2007,1,282.21
AK,2007,2,285.11
AK,2007,3,284.33
AK,2007,4,283.69
AK,2008,1,283.43
AK,2008,2,283.90
AK,2008,3,280.38
AK,2008,4,282.80
AK,2009,1,283.73
AK,2009,2,280.86
AK,2009,3,279.65
AK,2009,4,280.95
AK,2010,1,277.09
AK,2010,2,279.29
AK,2010,3,281.06
AK,2010,4,281.82
AK,2011,1,281.30
AK,2011,2,280.95
AK,2011,3,282.03
AK,2011,4,283.90
AK,2012,1,282.14
AK,2012,2,281.17
AK,2012,3,283.98
AK,2012,4,286.38
AK,2013,1,289.60
AK,2013,2,290.24
AK,2013,3,292.77
AK,2013,4,294.08
AK,2014,1,291.64
AK,2014,2,297.79
AK,2014,3,301.25
AK,2014,4,300.58
AK,2015,1,303.36
AK,2015,2,306.38
AK,2015,3,310.06
AK,2015,4,310.15
AK,2016,1,311.36
AK,2016,2,313.55
AK,2016,3,315.61
AK,2016,4,313.85
AK,2017,1,314.78
AK,2017,2,315.83
AK,2017,3,319.49
AK,2017,4,319.89
AK,2018,1,319.58
AK,2018,2,321.20
AK,2018,3,321.65
AK,2018,4,321.14
AK,2019,1,324.34
AK,2019,2,328.06
AK,2019,3,330.18
AK,2019,4,330.31
AK,2020,1,333.99
AK,2020,2,337.15
AK,2020,3,341.64
AK,2020,4,344.41
AK,2021,1,347.99
AK,2021,2,361.33
AK,2021,3,377.64
AK,2021,4,382.60
AK,2022,1,391.82
AK,2022,2,415.10
AK,2022,3,419.16
AK,2022,4,414.04
AK,2023,1,426.00
AK,2023,2,435.55
AK,2023,3,440.13
AK,2023,4,437.74
AK,2024,1,447.03
AK,2024,2,460.50
AK,2024,3,467.54
AK,2024,4,462.06
AK,2025,1,473.86
AK,2025,2,483.68
AL,1975,1,73.00
AL,1975,2,72.09
AL,1975,3,74.51
AL,1975,4,71.22
AL,1976,1,77.04
AL,1976,2,73.93
AL,1976,3,77.44
AL,1976,4,78.85
AL,1977,1,81.24
AL,1977,2,82.94
AL,1977,3,87.90
AL,1977,4,88.83
AL,1978,1,88.33
AL,1978,2,88.30
AL,1978,3,96.12
AL,1978,4,95.68
AL,1979,1,99.16
AL,1979,2,100.25
AL,1979,3,101.46
AL,1979,4,107.29
AL,1980,1,100.00
AL,1980,2,101.95
AL,1980,3,109.69
AL,1980,4,108.71
AL,1981,1,103.81
AL,1981,2,108.55
AL,1981,3,112.43
AL,1981,4,106.16
AL,1982,1,108.64
AL,1982,2,106.45
AL,1982,3,107.12
AL,1982,4,114.74
AL,1983,1,114.46
AL,1983,2,113.98
AL,1983,3,116.76
AL,1983,4,113.42
AL,1984,1,121.93
AL,1984,2,120.35
AL,1984,3,124.26
AL,1984,4,120.85
AL,1985,1,120.49
AL,1985,2,124.39
AL,1985,3,126.84
AL,1985,4,127.72
AL,1986,1,128.93
AL,1986,2,131.42
AL,1986,3,133.01
AL,1986,4,135.44
AL,1987,1,137.54
AL,1987,2,138.72
AL,1987,3,139.25
AL,1987,4,138.01
AL,1988,1,141.63
AL,1988,2,142.70
AL,1988,3,142.20
AL,1988,4,140.74
AL,1989,1,141.09
AL,1989,2,142.87
AL,1989,3,145.07
AL,1989,4,146.15
AL,1990,1,145.06
AL,1990,2,146.19
AL,1990,3,146.80
AL,1990,4,146.89
AL,1991,1,148.14
AL,1991,2,150.38
AL,1991,3,151.21
AL,1991,4,153.70
AL,1992,1,154.95
AL,1992,2,155.15
AL,1992,3,158.08
AL,1992,4,159.38
AL,1993,1,160.46
AL,1993,2,162.26
AL,1993,3,165.09
AL,1993,4,166.51
AL,1994,1,167.58
AL,1994,2,169.67
AL,1994,3,170.29
AL,1994,4,170.35
AL,1995,1,172.09
AL,1995,2,175.47
AL,1995,3,178.26
AL,1995,4,179.72
AL,1996,1,182.77
AL,1996,2,182.74
AL,1996,3,183.05
AL,1996,4,185.28
AL,1997,1,187.42
AL,1997,2,188.63
AL,1997,3,191.56
AL,1997,4,194.00
AL,1998,1,197.20
AL,1998,2,198.57
AL,1998,3,200.87
AL,1998,4,203.38
AL,1999,1,204.05
AL,1999,2,204.86
AL,1999,3,205.18
AL,1999,4,206.78
AL,2000,1,207.48
AL,2000,2,209.26
AL,2000,3,210.93
AL,2000,4,213.60
AL,2001,1,219.84
AL,2001,2,220.81
AL,2001,3,222.36
AL,2001,4,224.85
AL,2002,1,225.26
AL,2002,2,226.36
AL,2002,3,229.76
AL,2002,4,232.43
AL,2003,1,234.76
AL,2003,2,236.91
AL,2003,3,238.50
AL,2003,4,239.92
AL,2004,1,242.29
AL,2004,2,243.83
AL,2004,3,248.27
AL,2004,4,251.98
AL,2005,1,255.26
AL,2005,2,261.39
AL,2005,3,266.89
AL,2005,4,272.25
AL,2006,1,277.91
AL,2006,2,282.42
AL,2006,3,286.88
AL,2006,4,292.44
AL,2007,1,294.29
AL,2007,2,298.36
AL,2007,3,299.10
AL,2007,4,301.29
AL,2008,1,303.25
AL,2008,2,302.14
AL,2008,3,299.88
AL,2008,4,301.39
AL,2009,1,303.51
AL,2009,2,300.26
AL,2009,3,293.20
AL,2009,4,292.25
AL,2010,1,288.03
AL,2010,2,283.68
AL,2010,3,287.53
AL,2010,4,285.22
AL,2011,1,277.66
AL,2011,2,273.90
AL,2011,3,276.01
AL,2011,4,278.27
AL,2012,1,275.30
AL,2012,2,273.41
AL,2012,3,275.30
AL,2012,4,275.77
AL,2013,1,272.97
AL,2013,2,273.64
AL,2013,3,273.09
AL,2013,4,272.03
AL,2014,1,273.74
AL,2014,2,274.35
AL,2014,3,277.33
AL,2014,4,278.72
AL,2015,1,281.70
AL,2015,2,282.40
AL,2015,3,284.14
AL,2015,4,285.94
AL,2016,1,286.68
AL,2016,2,290.73
AL,2016,3,295.26
AL,2016,4,294.27
AL,2017,1,295.89
AL,2017,2,299.44
AL,2017,3,302.24
AL,2017,4,304.26
AL,2018,1,307.54
AL,2018,2,312.01
AL,2018,3,315.11
AL,2018,4,315.50
AL,2019,1,321.51
AL,2019,2,326.02
AL,2019,3,330.70
AL,2019,4,334.58
AL,2020,1,338.57
AL,2020,2,343.43
AL,2020,3,350.07
AL,2020,4,357.39
AL,2021,1,364.87
AL,2021,2,381.77
AL,2021,3,403.44
AL,2021,4,419.90
AL,2022,1,432.02
AL,2022,2,456.15
AL,2022,3,469.19
AL,2022,4,469.13
AL,2023,1,474.69
AL,2023,2,483.24
AL,2023,3,493.37
AL,2023,4,490.60
AL,2024,1,499.57
AL,2024,2,511.19
AL,2024,3,518.01
AL,2024,4,523.92
AL,2025,1,522.31
AL,2025,2,533.88
AR,1975,1,67.18
AR,1975,2,60.21
AR,1975,3,64.79
AR,1975,4,62.06
AR,1976,1,66.20
AR,1976,2,68.04
AR,1976,3,70.47
AR,1976,4,71.59
AR,1977,1,72.57
AR,1977,2,75.37
AR,1977,3,76.81
AR,1977,4,79.88
AR,1978,1,80.06
AR,1978,2,80.79
AR,1978,3,85.41
AR,1978,4,84.76
AR,1979,1,90.36
AR,1979,2,93.92
AR,1979,3,98.30
AR,1979,4,100.98
AR,1980,1,100.00
AR,1980,2,100.34
AR,1980,3,105.37
AR,1980,4,108.04
AR,1981,1,106.96
AR,1981,2,105.83
AR,1981,3,107.80
AR,1981,4,102.37
AR,1982,1,101.37
AR,1982,2,104.99
AR,1982,3,109.86
AR,1982,4,107.87
AR,1983,1,111.61
AR,1983,2,114.96
AR,1983,3,115.74
AR,1983,4,116.67
AR,1984,1,118.75
AR,1984,2,116.71
AR,1984,3,118.20
AR,1984,4,119.54
AR,1985,1,119.39
AR,1985,2,118.38
AR,1985,3,122.78
AR,1985,4,122.67
AR,1986,1,124.16
AR,1986,2,126.92
AR,1986,3,125.19
AR,1986,4,126.36
AR,1987,1,127.21
AR,1987,2,129.08
AR,1987,3,126.60
AR,1987,4,122.58
AR,1988,1,124.78
AR,1988,2,126.16
AR,1988,3,125.03
AR,1988,4,124.39
AR,1989,1,125.17
AR,1989,2,125.64
AR,1989,3,126.43
AR,1989,4,125.63
AR,1990,1,126.17
AR,1990,2,126.54
AR,1990,3,127.25
AR,1990,4,126.66
AR,1991,1,128.03
AR,1991,2,128.61
AR,1991,3,129.60
AR,1991,4,131.85
AR,1992,1,133.13
AR,1992,2,132.24
AR,1992,3,134.71
AR,1992,4,135.27
AR,1993,1,136.58
AR,1993,2,138.77
AR,1993,3,141.30
AR,1993,4,142.95
AR,1994,1,145.82
AR,1994,2,146.98
AR,1994,3,148.73
AR,1994,4,149.82
AR,1995,1,150.70
AR,1995,2,154.94
AR,1995,3,156.78
AR,1995,4,157.49
AR,1996,1,159.67
AR,1996,2,160.08
AR,1996,3,159.77
AR,1996,4,161.47
AR,1997,1,163.01
AR,1997,2,164.47
AR,1997,3,165.26
AR,1997,4,167.68
AR,1998,1,169.41
AR,1998,2,169.27
AR,1998,3,172.20
AR,1998,4,174.10
AR,1999,1,174.87
AR,1999,2,175.00
AR,1999,3,175.66
AR,1999,4,176.20
AR,2000,1,177.17
AR,2000,2,178.87
AR,2000,3,179.96
AR,2000,4,182.32
AR,2001,1,186.84
AR,2001,2,187.98
AR,2001,3,189.92
AR,2001,4,191.89
AR,2002,1,192.53
AR,2002,2,193.40
AR,2002,3,196.61
AR,2002,4,198.97
AR,2003,1,200.44
AR,2003,2,201.80
AR,2003,3,204.22
AR,2003,4,207.31
AR,2004,1,209.84
AR,2004,2,213.42
AR,2004,3,216.86
AR,2004,4,220.67
AR,2005,1,223.80
AR,2005,2,228.92
AR,2005,3,234.02
AR,2005,4,237.18
AR,2006,1,240.59
AR,2006,2,244.19
AR,2006,3,246.66
AR,2006,4,248.82
AR,2007,1,250.98
AR,2007,2,252.71
AR,2007,3,252.23
AR,2007,4,253.41
AR,2008,1,253.24
AR,2008,2,252.48
AR,2008,3,249.65
AR,2008,4,250.87
AR,2009,1,252.99
AR,2009,2,249.91
AR,2009,3,245.83
AR,2009,4,244.85
AR,2010,1,241.49
AR,2010,2,242.29
AR,2010,3,243.01
AR,2010,4,242.02
AR,2011,1,238.09
AR,2011,2,236.43
AR,2011,3,238.69
AR,2011,4,239.78
AR,2012,1,239.22
AR,2012,2,236.80
AR,2012,3,240.19
AR,2012,4,241.58
AR,2013,1,242.38
AR,2013,2,242.78
AR,2013,3,243.42
AR,2013,4,242.96
AR,2014,1,244.29
AR,2014,2,244.36
AR,2014,3,246.40
AR,2014,4,249.21
AR,2015,1,248.96
AR,2015,2,250.07
AR,2015,3,253.49
AR,2015,4,255.53
AR,2016,1,254.21
AR,2016,2,257.90
AR,2016,3,260.62
AR,2016,4,261.96
AR,2017,1,265.03
AR,2017,2,265.84
AR,2017,3,268.91
AR,2017,4,271.14
AR,2018,1,273.76
AR,2018,2,276.53
AR,2018,3,278.90
AR,2018,4,281.07
AR,2019,1,283.42
AR,2019,2,286.86
AR,2019,3,290.14
AR,2019,4,292.40
AR,2020,1,294.20
AR,2020,2,296.87
AR,2020,3,301.29
AR,2020,4,308.70
AR,2021,1,314.31
AR,2021,2,329.94
AR,2021,3,348.76
AR,2021,4,363.74
AR,2022,1,373.79
AR,2022,2,396.92
AR,2022,3,410.05
AR,2022,4,409.36
AR,2023,1,416.66
AR,2023,2,426.61
AR,2023,3,432.96
AR,2023,4,437.34
AR,2024,1,439.81
AR,2024,2,448.67
AR,2024,3,458.10
AR,2024,4,459.55
AR,2025,1,461.66
AR,2025,2,466.49
AZ,1975,1,59.42
AZ,1975,2,60.57
AZ,1975,3,58.97
AZ,1975,4,55.89
AZ,1976,1,58.94
AZ,1976,2,62.61
AZ,1976,3,60.80
AZ,1976,4,61.37
AZ,1977,1,63.35
AZ,1977,2,63.47
AZ,1977,3,65.90
AZ,1977,4,69.53
AZ,1978,1,70.90
AZ,1978,2,73.52
AZ,1978,3,78.68
AZ,1978,4,82.62
AZ,1979,1,86.72
AZ,1979,2,92.29
AZ,1979,3,94.97
AZ,1979,4,98.41
AZ,1980,1,100.00
AZ,1980,2,97.93
AZ,1980,3,106.25
AZ,1980,4,107.36
AZ,1981,1,108.19
AZ,1981,2,110.94
AZ,1981,3,115.46
AZ,1981,4,108.69
AZ,1982,1,104.56
AZ,1982,2,108.51
AZ,1982,3,101.23
AZ,1982,4,107.21
AZ,1983,1,117.98
AZ,1983,2,118.22
AZ,1983,3,114.45
AZ,1983,4,112.29
AZ,1984,1,116.79
AZ,1984,2,120.73
AZ,1984,3,121.93
AZ,1984,4,121.55
AZ,1985,1,124.33
AZ,1985,2,124.72
AZ,1985,3,126.22
AZ,1985,4,128.10
AZ,1986,1,130.61
AZ,1986,2,134.48
AZ,1986,3,134.43
AZ,1986,4,132.02
AZ,1987,1,136.82
AZ,1987,2,135.72
AZ,1987,3,134.67
AZ,1987,4,132.61
AZ,1988,1,133.58
AZ,1988,2,135.25
AZ,1988,3,133.17
AZ,1988,4,133.53
AZ,1989,1,132.23
AZ,1989,2,131.64
AZ,1989,3,133.82
AZ,1989,4,132.98
AZ,1990,1,132.79
AZ,1990,2,131.95
AZ,1990,3,133.30
AZ,1990,4,131.92
AZ,1991,1,133.89
AZ,1991,2,134.81
AZ,1991,3,134.27
AZ,1991,4,138.23
AZ,1992,1,138.90
AZ,1992,2,138.64
AZ,1992,3,139.61
AZ,1992,4,140.40
AZ,1993,1,140.52
AZ,1993,2,142.22
AZ,1993,3,143.34
AZ,1993,4,145.25
AZ,1994,1,147.23
AZ,1994,2,149.33
AZ,1994,3,151.27
AZ,1994,4,152.95
AZ,1995,1,154.87
AZ,1995,2,157.65
AZ,1995,3,160.71
AZ,1995,4,162.79
AZ,1996,1,165.35
AZ,1996,2,165.58
AZ,1996,3,167.16
AZ,1996,4,168.65
AZ,1997,1,170.49
AZ,1997,2,171.37
AZ,1997,3,174.35
AZ,1997,4,177.00
AZ,1998,1,179.49
AZ,1998,2,180.98
AZ,1998,3,183.48
AZ,1998,4,185.57
AZ,1999,1,187.43
AZ,1999,2,189.80
AZ,1999,3,192.43
AZ,1999,4,194.34
AZ,2000,1,198.70
AZ,2000,2,200.94
AZ,2000,3,203.61
AZ,2000,4,206.70
AZ,2001,1,211.33
AZ,2001,2,214.57
AZ,2001,3,217.69
AZ,2001,4,219.78
AZ,2002,1,222.77
AZ,2002,2,225.74
AZ,2002,3,229.57
AZ,2002,4,232.22
AZ,2003,1,234.97
AZ,2003,2,237.44
AZ,2003,3,241.09
AZ,2003,4,249.20
AZ,2004,1,253.57
AZ,2004,2,262.59
AZ,2004,3,277.94
AZ,2004,4,289.37
AZ,2005,1,306.85
AZ,2005,2,338.54
AZ,2005,3,367.24
AZ,2005,4,392.73
AZ,2006,1,407.53
AZ,2006,2,416.03
AZ,2006,3,419.69
AZ,2006,4,423.33
AZ,2007,1,421.73
AZ,2007,2,418.04
AZ,2007,3,408.67
AZ,2007,4,401.80
AZ,2008,1,388.55
AZ,2008,2,366.05
AZ,2008,3,339.55
AZ,2008,4,327.43
AZ,2009,1,326.45
AZ,2009,2,303.08
AZ,2009,3,287.47
AZ,2009,4,278.78
AZ,2010,1,271.11
AZ,2010,2,261.60
AZ,2010,3,261.28
AZ,2010,4,254.84
AZ,2011,1,240.48
AZ,2011,2,228.54
AZ,2011,3,230.44
AZ,2011,4,235.56
AZ,2012,1,234.66
AZ,2012,2,237.45
AZ,2012,3,247.12
AZ,2012,4,254.52
AZ,2013,1,260.77
AZ,2013,2,272.47
AZ,2013,3,280.48
AZ,2013,4,288.28
AZ,2014,1,293.86
AZ,2014,2,299.07
AZ,2014,3,302.03
AZ,2014,4,307.19
AZ,2015,1,309.77
AZ,2015,2,316.39
AZ,2015,3,322.76
AZ,2015,4,327.27
AZ,2016,1,331.10
AZ,2016,2,338.05
AZ,2016,3,343.74
AZ,2016,4,349.19
AZ,2017,1,354.34
AZ,2017,2,363.47
AZ,2017,3,371.11
AZ,2017,4,375.45
AZ,2018,1,383.24
AZ,2018,2,391.35
AZ,2018,3,400.32
AZ,2018,4,405.00
AZ,2019,1,410.16
AZ,2019,2,418.35
AZ,2019,3,424.61
AZ,2019,4,431.95
AZ,2020,1,440.59
AZ,2020,2,448.34
AZ,2020,3,459.24
AZ,2020,4,475.51
AZ,2021,1,496.67
AZ,2021,2,536.28
AZ,2021,3,580.75
AZ,2021,4,610.20
AZ,2022,1,639.50
AZ,2022,2,687.33
AZ,2022,3,696.49
AZ,2022,4,671.65
AZ,2023,1,666.39
AZ,2023,2,677.83
AZ,2023,3,692.20
AZ,2023,4,699.14
AZ,2024,1,702.70
AZ,2024,2,716.07
AZ,2024,3,721.81
AZ,2024,4,722.27
AZ,2025,1,722.11
AZ,2025,2,728.66
CA,1975,1,41.66
CA,1975,2,42.78
CA,1975,3,44.36
CA,1975,4,45.76
CA,1976,1,47.83
CA,1976,2,50.30
CA,1976,3,53.56
CA,1976,4,55.57
CA,1977,1,58.04
CA,1977,2,63.02
CA,1977,3,67.96
CA,1977,4,70.68
CA,1978,1,73.24
CA,1978,2,76.00
CA,1978,3,78.62
CA,1978,4,81.80
CA,1979,1,84.88
CA,1979,2,88.70
CA,1979,3,93.13
CA,1979,4,96.37
CA,1980,1,100.00
CA,1980,2,102.81
CA,1980,3,106.53
CA,1980,4,108.37
CA,1981,1,110.51
CA,1981,2,112.84
CA,1981,3,116.29
CA,1981,4,117.58
CA,1982,1,104.04
CA,1982,2,107.33
CA,1982,3,104.73
CA,1982,4,115.85
CA,1983,1,116.75
CA,1983,2,117.45
CA,1983,3,117.21
CA,1983,4,117.69
CA,1984,1,119.46
CA,1984,2,120.08
CA,1984,3,121.65
CA,1984,4,122.75
CA,1985,1,124.49
CA,1985,2,126.26
CA,1985,3,129.14
CA,1985,4,130.52
CA,1986,1,132.23
CA,1986,2,134.75
CA,1986,3,137.71
CA,1986,4,141.07
CA,1987,1,144.69
CA,1987,2,148.23
CA,1987,3,152.89
CA,1987,4,157.20
CA,1988,1,162.96
CA,1988,2,169.66
CA,1988,3,177.69
CA,1988,4,187.40
CA,1989,1,196.16
CA,1989,2,205.83
CA,1989,3,217.75
CA,1989,4,224.60
CA,1990,1,227.35
CA,1990,2,228.11
CA,1990,3,230.01
CA,1990,4,228.50
CA,1991,1,228.44
CA,1991,2,227.02
CA,1991,3,227.02
CA,1991,4,228.68
CA,1992,1,227.49
CA,1992,2,225.13
CA,1992,3,224.69
CA,1992,4,222.60
CA,1993,1,219.15
CA,1993,2,217.28
CA,1993,3,215.43
CA,1993,4,214.15
CA,1994,1,212.03
CA,1994,2,206.91
CA,1994,3,203.85
CA,1994,4,200.96
CA,1995,1,199.63
CA,1995,2,201.53
CA,1995,3,203.86
CA,1995,4,203.53
CA,1996,1,203.50
CA,1996,2,200.91
CA,1996,3,200.54
CA,1996,4,201.58
CA,1997,1,202.52
CA,1997,2,204.57
CA,1997,3,208.59
CA,1997,4,212.25
CA,1998,1,216.88
CA,1998,2,221.60
CA,1998,3,227.46
CA,1998,4,231.83
CA,1999,1,235.33
CA,1999,2,239.33
CA,1999,3,244.80
CA,1999,4,250.00
CA,2000,1,260.87
CA,2000,2,267.89
CA,2000,3,276.87
CA,2000,4,285.43
CA,2001,1,296.47
CA,2001,2,305.53
CA,2001,3,311.96
CA,2001,4,316.34
CA,2002,1,324.78
CA,2002,2,335.81
CA,2002,3,348.44
CA,2002,4,358.64
CA,2003,1,366.92
CA,2003,2,373.80
CA,2003,3,386.46
CA,2003,4,411.15
CA,2004,1,424.42
CA,2004,2,451.01
CA,2004,3,496.83
CA,2004,4,515.94
CA,2005,1,538.52
CA,2005,2,570.08
CA,2005,3,598.54
CA,2005,4,625.28
CA,2006,1,638.32
CA,2006,2,644.16
CA,2006,3,646.25
CA,2006,4,642.55
CA,2007,1,633.74
CA,2007,2,623.12
CA,2007,3,599.90
CA,2007,4,575.29
CA,2008,1,543.07
CA,2008,2,498.18
CA,2008,3,460.36
CA,2008,4,444.47
CA,2009,1,440.47
CA,2009,2,420.35
CA,2009,3,411.06
CA,2009,4,412.35
CA,2010,1,409.31
CA,2010,2,408.06
CA,2010,3,410.32
CA,2010,4,405.80
CA,2011,1,391.28
CA,2011,2,384.98
CA,2011,3,386.58
CA,2011,4,385.40
CA,2012,1,381.10
CA,2012,2,381.74
CA,2012,3,390.67
CA,2012,4,398.95
CA,2013,1,407.36
CA,2013,2,426.07
CA,2013,3,447.03
CA,2013,4,461.83
CA,2014,1,471.47
CA,2014,2,484.24
CA,2014,3,494.36
CA,2014,4,499.98
CA,2015,1,505.22
CA,2015,2,516.53
CA,2015,3,529.71
CA,2015,4,537.01
CA,2016,1,544.04
CA,2016,2,553.70
CA,2016,3,565.81
CA,2016,4,572.62
CA,2017,1,578.57
CA,2017,2,590.58
CA,2017,3,602.37
CA,2017,4,610.97
CA,2018,1,621.41
CA,2018,2,633.27
CA,2018,3,641.27
CA,2018,4,641.18
CA,2019,1,645.37
CA,2019,2,651.93
CA,2019,3,658.85
CA,2019,4,663.12
CA,2020,1,669.38
CA,2020,2,677.06
CA,2020,3,684.98
CA,2020,4,699.15
CA,2021,1,718.73
CA,2021,2,761.39
CA,2021,3,801.05
CA,2021,4,833.51
CA,2022,1,867.33
CA,2022,2,920.42
CA,2022,3,914.52
CA,2022,4,890.09
CA,2023,1,887.10
CA,2023,2,909.57
CA,2023,3,920.62
CA,2023,4,923.06
CA,2024,1,938.33
CA,2024,2,953.13
CA,2024,3,962.24
CA,2024,4,966.30
CA,2025,1,967.80
CA,2025,2,975.47
CO,1975,1,54.45
CO,1975,2,54.51
CO,1975,3,55.23
CO,1975,4,54.69
CO,1976,1,55.07
CO,1976,2,59.91
CO,1976,3,59.82
CO,1976,4,62.17
CO,1977,1,64.84
CO,1977,2,65.56
CO,1977,3,69.21
CO,1977,4,72.89
CO,1978,1,75.99
CO,1978,2,79.97
CO,1978,3,83.95
CO,1978,4,87.40
CO,1979,1,91.56
CO,1979,2,94.48
CO,1979,3,97.63
CO,1979,4,99.33
CO,1980,1,100.00
CO,1980,2,102.74
CO,1980,3,107.48
CO,1980,4,106.55
CO,1981,1,106.49
CO,1981,2,108.58
CO,1981,3,114.32
CO,1981,4,110.44
CO,1982,1,119.63
CO,1982,2,120.99
CO,1982,3,122.67
CO,1982,4,126.28
CO,1983,1,126.23
CO,1983,2,125.31
CO,1983,3,126.40
CO,1983,4,121.67
CO,1984,1,125.90
CO,1984,2,125.40
CO,1984,3,125.71
CO,1984,4,123.30
CO,1985,1,126.15
CO,1985,2,125.41
CO,1985,3,126.36
CO,1985,4,124.15
CO,1986,1,128.80
CO,1986,2,129.36
CO,1986,3,128.58
CO,1986,4,127.85
CO,1987,1,129.67
CO,1987,2,128.09
CO,1987,3,125.37
CO,1987,4,124.21
CO,1988,1,125.32
CO,1988,2,125.01
CO,1988,3,123.79
CO,1988,4,123.46
CO,1989,1,123.42
CO,1989,2,124.49
CO,1989,3,126.79
CO,1989,4,126.42
CO,1990,1,127.00
CO,1990,2,127.99
CO,1990,3,129.04
CO,1990,4,129.26
CO,1991,1,130.76
CO,1991,2,132.38
CO,1991,3,133.61
CO,1991,4,135.89
CO,1992,1,137.76
CO,1992,2,140.80
CO,1992,3,143.92
CO,1992,4,146.59
CO,1993,1,149.29
CO,1993,2,152.96
CO,1993,3,157.33
CO,1993,4,161.22
CO,1994,1,165.92
CO,1994,2,173.54
CO,1994,3,177.92
CO,1994,4,179.37
CO,1995,1,182.71
CO,1995,2,186.25
CO,1995,3,189.96
CO,1995,4,192.88
CO,1996,1,195.28
CO,1996,2,197.72
CO,1996,3,200.00
CO,1996,4,202.64
CO,1997,1,204.85
CO,1997,2,207.51
CO,1997,3,210.82
CO,1997,4,214.13
CO,1998,1,217.11
CO,1998,2,219.76
CO,1998,3,223.79
CO,1998,4,226.50
CO,1999,1,230.83
CO,1999,2,237.95
CO,1999,3,245.86
CO,1999,4,250.11
CO,2000,1,259.47
CO,2000,2,265.90
CO,2000,3,272.83
CO,2000,4,278.97
CO,2001,1,286.77
CO,2001,2,292.57
CO,2001,3,298.02
CO,2001,4,300.39
CO,2002,1,303.91
CO,2002,2,307.25
CO,2002,3,311.63
CO,2002,4,313.53
CO,2003,1,314.46
CO,2003,2,315.79
CO,2003,3,317.20
CO,2003,4,320.84
CO,2004,1,323.29
CO,2004,2,325.73
CO,2004,3,330.38
CO,2004,4,333.53
CO,2005,1,337.07
CO,2005,2,342.00
CO,2005,3,347.32
CO,2005,4,350.80
CO,2006,1,351.81
CO,2006,2,353.52
CO,2006,3,355.25
CO,2006,4,358.51
CO,2007,1,359.42
CO,2007,2,360.39
CO,2007,3,358.13
CO,2007,4,359.13
CO,2008,1,360.97
CO,2008,2,358.79
CO,2008,3,351.68
CO,2008,4,352.70
CO,2009,1,359.26
CO,2009,2,353.39
