State,Year,Quarter,HPI
IA,2006,2,242.04
IA,2006,3,243.50
IA,2006,4,245.47
IA,2007,1,246.34
IA,2007,2,248.48
IA,2007,3,248.39
IA,2007,4,249.74
IA,2008,1,251.19
IA,2008,2,249.72
IA,2008,3,247.83
IA,2008,4,248.90
IA,2009,1,251.35
IA,2009,2,249.79
IA,2009,3,248.31
IA,2009,4,247.74
IA,2010,1,245.75
IA,2010,2,246.63
IA,2010,3,248.97
IA,2010,4,248.94
IA,2011,1,246.64
IA,2011,2,245.03
IA,2011,3,247.49
IA,2011,4,248.47
IA,2012,1,248.48
IA,2012,2,248.35
IA,2012,3,250.34
IA,2012,4,251.42
IA,2013,1,251.85
IA,2013,2,253.46
IA,2013,3,254.47
IA,2013,4,254.57
IA,2014,1,254.30
IA,2014,2,257.75
IA,2014,3,260.56
IA,2014,4,261.70
IA,2015,1,262.78
IA,2015,2,266.21
IA,2015,3,268.64
IA,2015,4,270.25
IA,2016,1,271.83
IA,2016,2,274.61
IA,2016,3,278.46
IA,2016,4,279.68
IA,2017,1,281.65
IA,2017,2,285.49
IA,2017,3,288.97
IA,2017,4,289.98
IA,2018,1,291.12
IA,2018,2,296.70
IA,2018,3,298.84
IA,2018,4,299.56
IA,2019,1,301.31
IA,2019,2,305.06
IA,2019,3,308.15
IA,2019,4,310.12
IA,2020,1,312.28
IA,2020,2,313.90
IA,2020,3,316.98
IA,2020,4,321.82
IA,2021,1,325.13
IA,2021,2,340.87
IA,2021,3,355.27
IA,2021,4,362.35
IA,2022,1,369.78
IA,2022,2,393.42
IA,2022,3,401.18
IA,2022,4,399.08
IA,2023,1,402.49
IA,2023,2,414.70
IA,2023,3,422.63
IA,2023,4,423.19
IA,2024,1,427.32
IA,2024,2,438.43
IA,2024,3,443.42
IA,2024,4,442.57
IA,2025,1,443.59
IA,2025,2,457.39
ID,1975,1,66.95
ID,1975,2,69.72
ID,1975,3,60.27
ID,1975,4,118.60
ID,1976,1,63.76
ID,1976,2,80.91
ID,1976,3,71.25
ID,1976,4,74.35
ID,1977,1,77.85
ID,1977,2,77.77
ID,1977,3,83.33
ID,1977,4,72.11
ID,1978,1,97.01
ID,1978,2,42.10
ID,1978,3,98.22
ID,1978,4,96.65
ID,1979,1,107.00
ID,1979,2,100.41
ID,1979,3,106.41
ID,1979,4,110.96
ID,1980,1,100.00
ID,1980,2,107.94
ID,1980,3,113.70
ID,1980,4,111.14
ID,1981,1,111.64
ID,1981,2,109.07
ID,1981,3,109.83
ID,1981,4,126.35
ID,1982,1,99.70
ID,1982,2,119.06
ID,1982,3,112.31
ID,1982,4,119.70
ID,1983,1,121.34
ID,1983,2,114.51
ID,1983,3,114.04
ID,1983,4,116.97
ID,1984,1,116.05
ID,1984,2,116.20
ID,1984,3,118.28
ID,1984,4,120.81
ID,1985,1,115.31
ID,1985,2,120.49
ID,1985,3,122.82
ID,1985,4,120.13
ID,1986,1,122.74
ID,1986,2,120.32
ID,1986,3,122.71
ID,1986,4,122.68
ID,1987,1,123.58
ID,1987,2,121.62
ID,1987,3,117.28
ID,1987,4,118.37
ID,1988,1,120.85
ID,1988,2,122.53
ID,1988,3,119.65
ID,1988,4,119.02
ID,1989,1,122.77
ID,1989,2,124.06
ID,1989,3,126.09
ID,1989,4,126.52
ID,1990,1,128.43
ID,1990,2,133.57
ID,1990,3,136.65
ID,1990,4,135.39
ID,1991,1,139.48
ID,1991,2,139.81
ID,1991,3,142.80
ID,1991,4,146.05
ID,1992,1,147.64
ID,1992,2,149.33
ID,1992,3,152.67
ID,1992,4,156.83
ID,1993,1,158.04
ID,1993,2,163.16
ID,1993,3,167.90
ID,1993,4,170.89
ID,1994,1,171.85
ID,1994,2,178.27
ID,1994,3,180.50
ID,1994,4,181.37
ID,1995,1,182.39
ID,1995,2,186.85
ID,1995,3,190.13
ID,1995,4,192.42
ID,1996,1,194.79
ID,1996,2,193.01
ID,1996,3,193.53
ID,1996,4,195.23
ID,1997,1,197.26
ID,1997,2,197.44
ID,1997,3,200.31
ID,1997,4,202.86
ID,1998,1,205.39
ID,1998,2,206.33
ID,1998,3,207.43
ID,1998,4,208.78
ID,1999,1,210.54
ID,1999,2,211.45
ID,1999,3,210.00
ID,1999,4,209.30
ID,2000,1,212.62
ID,2000,2,212.53
ID,2000,3,214.42
ID,2000,4,216.61
ID,2001,1,222.19
ID,2001,2,224.65
ID,2001,3,225.92
ID,2001,4,228.55
ID,2002,1,229.11
ID,2002,2,230.04
ID,2002,3,233.77
ID,2002,4,236.15
ID,2003,1,238.36
ID,2003,2,240.25
ID,2003,3,242.24
ID,2003,4,245.54
ID,2004,1,248.48
ID,2004,2,254.88
ID,2004,3,263.76
ID,2004,4,270.39
ID,2005,1,277.15
ID,2005,2,289.62
ID,2005,3,306.93
ID,2005,4,321.03
ID,2006,1,332.49
ID,2006,2,345.37
ID,2006,3,355.11
ID,2006,4,363.42
ID,2007,1,368.72
ID,2007,2,369.65
ID,2007,3,370.07
ID,2007,4,370.31
ID,2008,1,371.69
ID,2008,2,363.15
ID,2008,3,353.08
ID,2008,4,353.05
ID,2009,1,354.07
ID,2009,2,342.05
ID,2009,3,327.23
ID,2009,4,321.73
ID,2010,1,311.34
ID,2010,2,306.10
ID,2010,3,305.10
ID,2010,4,297.67
ID,2011,1,281.09
ID,2011,2,271.55
ID,2011,3,276.62
ID,2011,4,281.51
ID,2012,1,279.01
ID,2012,2,275.85
ID,2012,3,281.99
ID,2012,4,286.03
ID,2013,1,288.82
ID,2013,2,292.22
ID,2013,3,300.96
ID,2013,4,301.27
ID,2014,1,306.06
ID,2014,2,312.14
ID,2014,3,316.23
ID,2014,4,317.72
ID,2015,1,324.02
ID,2015,2,329.35
ID,2015,3,336.29
ID,2015,4,341.22
ID,2016,1,346.21
ID,2016,2,352.51
ID,2016,3,364.31
ID,2016,4,365.86
ID,2017,1,372.83
ID,2017,2,387.43
ID,2017,3,395.99
ID,2017,4,402.11
ID,2018,1,414.89
ID,2018,2,433.64
ID,2018,3,446.41
ID,2018,4,454.37
ID,2019,1,463.74
ID,2019,2,479.84
ID,2019,3,490.81
ID,2019,4,502.32
ID,2020,1,513.50
ID,2020,2,523.16
ID,2020,3,543.54
ID,2020,4,568.71
ID,2021,1,599.76
ID,2021,2,663.86
ID,2021,3,718.28
ID,2021,4,743.74
ID,2022,1,766.26
ID,2022,2,823.37
ID,2022,3,824.28
ID,2022,4,795.52
ID,2023,1,796.06
ID,2023,2,801.59
ID,2023,3,820.26
ID,2023,4,812.73
ID,2024,1,837.04
ID,2024,2,837.34
ID,2024,3,898.79
ID,2024,4,853.51
ID,2025,1,870.00
ID,2025,2,870.45
IL,1975,1,66.08
IL,1975,2,62.23
IL,1975,3,64.03
IL,1975,4,66.72
IL,1976,1,68.00
IL,1976,2,70.46
IL,1976,3,73.64
IL,1976,4,73.18
IL,1977,1,80.45
IL,1977,2,83.94
IL,1977,3,83.34
IL,1977,4,88.92
IL,1978,1,91.04
IL,1978,2,98.29
IL,1978,3,99.57
IL,1978,4,102.15
IL,1979,1,97.78
IL,1979,2,102.62
IL,1979,3,101.26
IL,1979,4,99.40
IL,1980,1,100.00
IL,1980,2,100.84
IL,1980,3,102.69
IL,1980,4,95.49
IL,1981,1,101.86
IL,1981,2,106.69
IL,1981,3,102.93
IL,1981,4,104.62
IL,1982,1,95.06
IL,1982,2,94.54
IL,1982,3,86.62
IL,1982,4,102.56
IL,1983,1,100.79
IL,1983,2,104.28
IL,1983,3,105.55
IL,1983,4,106.84
IL,1984,1,107.42
IL,1984,2,110.23
IL,1984,3,110.86
IL,1984,4,112.44
IL,1985,1,113.22
IL,1985,2,114.67
IL,1985,3,116.03
IL,1985,4,117.94
IL,1986,1,119.74
IL,1986,2,122.41
IL,1986,3,125.11
IL,1986,4,128.04
IL,1987,1,130.46
IL,1987,2,135.18
IL,1987,3,138.33
IL,1987,4,140.29
IL,1988,1,143.26
IL,1988,2,147.82
IL,1988,3,151.14
IL,1988,4,152.42
IL,1989,1,155.50
IL,1989,2,158.41
IL,1989,3,161.96
IL,1989,4,163.89
IL,1990,1,165.77
IL,1990,2,167.63
IL,1990,3,169.62
IL,1990,4,170.03
IL,1991,1,172.11
IL,1991,2,173.93
IL,1991,3,175.15
IL,1991,4,177.53
IL,1992,1,178.72
IL,1992,2,180.32
IL,1992,3,182.04
IL,1992,4,183.70
IL,1993,1,184.83
IL,1993,2,186.49
IL,1993,3,188.44
IL,1993,4,190.10
IL,1994,1,192.72
IL,1994,2,195.42
IL,1994,3,197.14
IL,1994,4,197.49
IL,1995,1,199.46
IL,1995,2,202.29
IL,1995,3,204.73
IL,1995,4,206.59
IL,1996,1,208.80
IL,1996,2,209.52
IL,1996,3,210.46
IL,1996,4,212.53
IL,1997,1,213.86
IL,1997,2,215.42
IL,1997,3,217.62
IL,1997,4,219.65
IL,1998,1,221.51
IL,1998,2,222.40
IL,1998,3,224.55
IL,1998,4,226.22
IL,1999,1,228.24
IL,1999,2,230.95
IL,1999,3,234.30
IL,1999,4,236.65
IL,2000,1,241.29
IL,2000,2,245.44
IL,2000,3,249.52
IL,2000,4,252.34
IL,2001,1,255.64
IL,2001,2,260.07
IL,2001,3,264.89
IL,2001,4,267.36
IL,2002,1,271.97
IL,2002,2,276.79
IL,2002,3,280.35
IL,2002,4,283.54
IL,2003,1,286.51
IL,2003,2,289.43
IL,2003,3,293.52
IL,2003,4,302.66
IL,2004,1,305.98
IL,2004,2,312.96
IL,2004,3,323.24
IL,2004,4,327.83
IL,2005,1,334.60
IL,2005,2,342.46
IL,2005,3,349.61
IL,2005,4,355.97
IL,2006,1,360.59
IL,2006,2,363.45
IL,2006,3,366.21
IL,2006,4,370.35
IL,2007,1,372.58
IL,2007,2,371.32
IL,2007,3,368.31
IL,2007,4,369.50
IL,2008,1,367.92
IL,2008,2,360.43
IL,2008,3,348.23
IL,2008,4,347.07
IL,2009,1,345.58
IL,2009,2,335.69
IL,2009,3,325.18
IL,2009,4,321.96
IL,2010,1,316.68
IL,2010,2,312.99
IL,2010,3,316.20
IL,2010,4,314.04
IL,2011,1,303.28
IL,2011,2,297.00
IL,2011,3,299.17
IL,2011,4,299.11
IL,2012,1,295.23
IL,2012,2,291.45
IL,2012,3,294.81
IL,2012,4,294.87
IL,2013,1,292.94
IL,2013,2,294.73
IL,2013,3,295.32
IL,2013,4,296.29
IL,2014,1,297.02
IL,2014,2,302.59
IL,2014,3,306.83
IL,2014,4,307.97
IL,2015,1,311.45
IL,2015,2,314.15
IL,2015,3,315.18
IL,2015,4,316.62
IL,2016,1,318.03
IL,2016,2,322.23
IL,2016,3,326.97
IL,2016,4,327.77
IL,2017,1,326.29
IL,2017,2,330.60
IL,2017,3,334.47
IL,2017,4,335.09
IL,2018,1,336.74
IL,2018,2,338.93
IL,2018,3,340.10
IL,2018,4,339.40
IL,2019,1,342.45
IL,2019,2,347.49
IL,2019,3,350.80
IL,2019,4,352.47
IL,2020,1,354.05
IL,2020,2,356.01
IL,2020,3,359.80
IL,2020,4,364.30
IL,2021,1,368.63
IL,2021,2,385.24
IL,2021,3,398.69
IL,2021,4,407.78
IL,2022,1,418.59
IL,2022,2,443.53
IL,2022,3,448.16
IL,2022,4,443.42
IL,2023,1,447.75
IL,2023,2,465.09
IL,2023,3,476.79
IL,2023,4,479.69
IL,2024,1,487.29
IL,2024,2,502.98
IL,2024,3,511.86
IL,2024,4,513.67
IL,2025,1,520.21
IL,2025,2,535.38
IN,1975,1,65.84
IN,1975,2,60.77
IN,1975,3,62.05
IN,1975,4,63.38
IN,1976,1,62.50
IN,1976,2,66.15
IN,1976,3,65.86
IN,1976,4,68.73
IN,1977,1,71.71
IN,1977,2,71.43
IN,1977,3,74.45
IN,1977,4,78.01
IN,1978,1,82.26
IN,1978,2,84.51
IN,1978,3,87.17
IN,1978,4,89.91
IN,1979,1,93.44
IN,1979,2,96.64
IN,1979,3,97.96
IN,1979,4,98.06
IN,1980,1,100.00
IN,1980,2,99.59
IN,1980,3,102.35
IN,1980,4,101.52
IN,1981,1,104.15
IN,1981,2,102.69
IN,1981,3,104.98
IN,1981,4,106.68
IN,1982,1,104.63
IN,1982,2,104.05
IN,1982,3,95.44
IN,1982,4,104.23
IN,1983,1,106.24
IN,1983,2,106.15
IN,1983,3,105.92
IN,1983,4,105.06
IN,1984,1,105.31
IN,1984,2,107.98
IN,1984,3,106.94
IN,1984,4,109.13
IN,1985,1,110.00
IN,1985,2,111.51
IN,1985,3,112.13
IN,1985,4,113.80
IN,1986,1,115.11
IN,1986,2,117.10
IN,1986,3,118.89
IN,1986,4,120.49
IN,1987,1,122.13
IN,1987,2,123.66
IN,1987,3,125.09
IN,1987,4,125.60
IN,1988,1,128.42
IN,1988,2,130.01
IN,1988,3,130.74
IN,1988,4,131.97
IN,1989,1,133.01
IN,1989,2,134.89
IN,1989,3,137.28
IN,1989,4,137.73
IN,1990,1,138.73
IN,1990,2,140.04
IN,1990,3,141.34
IN,1990,4,141.83
IN,1991,1,143.95
IN,1991,2,145.24
IN,1991,3,146.32
IN,1991,4,148.43
IN,1992,1,149.68
IN,1992,2,151.05
IN,1992,3,153.38
IN,1992,4,154.20
IN,1993,1,155.23
IN,1993,2,156.77
IN,1993,3,158.71
IN,1993,4,160.19
IN,1994,1,161.90
IN,1994,2,164.26
IN,1994,3,166.29
IN,1994,4,166.41
IN,1995,1,168.47
IN,1995,2,171.45
IN,1995,3,174.37
IN,1995,4,176.39
IN,1996,1,178.61
IN,1996,2,180.32
IN,1996,3,181.61
IN,1996,4,183.91
IN,1997,1,185.31
IN,1997,2,187.21
IN,1997,3,189.97
IN,1997,4,192.36
IN,1998,1,194.21
IN,1998,2,195.85
IN,1998,3,198.10
IN,1998,4,199.81
IN,1999,1,201.67
IN,1999,2,202.74
IN,1999,3,203.89
IN,1999,4,204.94
IN,2000,1,206.46
IN,2000,2,208.20
IN,2000,3,211.02
IN,2000,4,213.00
IN,2001,1,217.47
IN,2001,2,219.22
IN,2001,3,220.74
IN,2001,4,222.77
IN,2002,1,224.38
IN,2002,2,225.07
IN,2002,3,227.48
IN,2002,4,228.56
IN,2003,1,230.36
IN,2003,2,231.50
IN,2003,3,233.08
IN,2003,4,235.15
IN,2004,1,236.46
IN,2004,2,237.27
IN,2004,3,239.83
IN,2004,4,242.59
IN,2005,1,244.18
IN,2005,2,246.33
IN,2005,3,249.88
IN,2005,4,250.37
IN,2006,1,250.33
IN,2006,2,250.18
IN,2006,3,251.50
IN,2006,4,254.08
IN,2007,1,254.85
IN,2007,2,255.70
IN,2007,3,254.66
IN,2007,4,255.03
IN,2008,1,256.98
IN,2008,2,255.08
IN,2008,3,251.13
IN,2008,4,250.75
IN,2009,1,254.64
IN,2009,2,250.65
IN,2009,3,246.22
IN,2009,4,246.27
IN,2010,1,242.76
IN,2010,2,243.06
IN,2010,3,246.27
IN,2010,4,245.73
IN,2011,1,240.32
IN,2011,2,238.24
IN,2011,3,241.12
IN,2011,4,242.32
IN,2012,1,240.15
IN,2012,2,239.66
IN,2012,3,241.84
IN,2012,4,242.45
IN,2013,1,242.49
IN,2013,2,242.85
IN,2013,3,243.60
IN,2013,4,243.70
IN,2014,1,243.45
IN,2014,2,247.35
IN,2014,3,249.74
IN,2014,4,251.00
IN,2015,1,253.89
IN,2015,2,257.04
IN,2015,3,257.86
IN,2015,4,259.71
IN,2016,1,259.73
IN,2016,2,264.69
IN,2016,3,268.58
IN,2016,4,270.20
IN,2017,1,270.64
IN,2017,2,275.75
IN,2017,3,280.42
IN,2017,4,282.69
IN,2018,1,287.35
IN,2018,2,294.06
IN,2018,3,297.87
IN,2018,4,300.01
IN,2019,1,304.18
IN,2019,2,309.77
IN,2019,3,314.55
IN,2019,4,317.83
IN,2020,1,321.49
IN,2020,2,325.21
IN,2020,3,332.33
IN,2020,4,340.38
IN,2021,1,347.28
IN,2021,2,367.49
IN,2021,3,385.55
IN,2021,4,398.58
IN,2022,1,410.22
IN,2022,2,435.86
IN,2022,3,444.69
IN,2022,4,442.29
IN,2023,1,445.42
IN,2023,2,465.19
IN,2023,3,471.77
IN,2023,4,475.25
IN,2024,1,477.74
IN,2024,2,492.88
IN,2024,3,501.58
IN,2024,4,505.07
IN,2025,1,510.94
IN,2025,2,517.29
KS,1975,1,62.07
KS,1975,2,62.21
KS,1975,3,63.51
KS,1975,4,64.48
KS,1976,1,66.84
KS,1976,2,67.34
KS,1976,3,68.86
KS,1976,4,70.63
KS,1977,1,72.85
KS,1977,2,76.04
KS,1977,3,77.43
KS,1977,4,79.83
KS,1978,1,82.38
KS,1978,2,85.11
KS,1978,3,88.76
KS,1978,4,90.29
KS,1979,1,92.37
KS,1979,2,94.51
KS,1979,3,97.60
KS,1979,4,97.78
KS,1980,1,100.00
KS,1980,2,100.91
KS,1980,3,102.53
KS,1980,4,104.34
KS,1981,1,99.29
KS,1981,2,103.17
KS,1981,3,103.72
KS,1981,4,105.73
KS,1982,1,104.01
KS,1982,2,104.13
KS,1982,3,104.60
KS,1982,4,105.08
KS,1983,1,106.23
KS,1983,2,108.73
KS,1983,3,106.60
KS,1983,4,108.16
KS,1984,1,107.81
KS,1984,2,108.22
KS,1984,3,107.54
KS,1984,4,107.59
KS,1985,1,108.76
KS,1985,2,109.26
KS,1985,3,109.62
KS,1985,4,110.66
KS,1986,1,112.72
KS,1986,2,113.20
KS,1986,3,114.32
KS,1986,4,114.85
KS,1987,1,115.71
KS,1987,2,117.42
KS,1987,3,117.17
KS,1987,4,116.24
KS,1988,1,116.82
KS,1988,2,117.96
KS,1988,3,117.20
KS,1988,4,118.53
KS,1989,1,117.73
KS,1989,2,119.69
KS,1989,3,119.29
KS,1989,4,119.90
KS,1990,1,119.87
KS,1990,2,119.43
KS,1990,3,119.41
KS,1990,4,118.96
KS,1991,1,119.45
KS,1991,2,120.41
KS,1991,3,120.65
KS,1991,4,122.06
KS,1992,1,122.76
KS,1992,2,123.33
KS,1992,3,124.75
KS,1992,4,125.10
KS,1993,1,125.88
KS,1993,2,126.89
KS,1993,3,128.64
KS,1993,4,129.77
KS,1994,1,131.97
KS,1994,2,135.93
KS,1994,3,137.59
KS,1994,4,138.74
KS,1995,1,140.16
KS,1995,2,142.78
KS,1995,3,144.25
KS,1995,4,146.36
KS,1996,1,146.87
KS,1996,2,149.60
KS,1996,3,151.31
KS,1996,4,152.52
KS,1997,1,153.08
KS,1997,2,155.39
KS,1997,3,157.20
KS,1997,4,159.07
KS,1998,1,160.95
KS,1998,2,162.59
KS,1998,3,165.33
KS,1998,4,167.09
KS,1999,1,168.86
KS,1999,2,172.26
KS,1999,3,174.14
KS,1999,4,175.16
KS,2000,1,178.57
KS,2000,2,180.05
KS,2000,3,182.53
KS,2000,4,184.38
KS,2001,1,187.98
KS,2001,2,190.31
KS,2001,3,192.42
KS,2001,4,194.12
KS,2002,1,196.68
KS,2002,2,198.59
KS,2002,3,200.56
KS,2002,4,202.18
KS,2003,1,203.68
KS,2003,2,205.14
KS,2003,3,206.64
KS,2003,4,209.90
KS,2004,1,211.94
KS,2004,2,214.06
KS,2004,3,216.27
KS,2004,4,218.94
KS,2005,1,221.12
KS,2005,2,224.30
KS,2005,3,226.89
KS,2005,4,228.11
KS,2006,1,229.07
KS,2006,2,231.04
KS,2006,3,233.09
KS,2006,4,235.30
KS,2007,1,236.65
KS,2007,2,239.26
KS,2007,3,238.65
KS,2007,4,238.59
KS,2008,1,240.22
KS,2008,2,238.78
KS,2008,3,235.98
KS,2008,4,236.37
KS,2009,1,239.21
KS,2009,2,237.54
KS,2009,3,235.68
KS,2009,4,235.27
KS,2010,1,233.53
KS,2010,2,233.15
KS,2010,3,235.74
KS,2010,4,235.57
KS,2011,1,231.77
KS,2011,2,228.30
KS,2011,3,230.94
KS,2011,4,232.83
KS,2012,1,231.10
KS,2012,2,229.95
KS,2012,3,232.21
KS,2012,4,232.48
KS,2013,1,233.47
KS,2013,2,232.17
KS,2013,3,234.64
KS,2013,4,233.77
KS,2014,1,234.66
KS,2014,2,238.07
KS,2014,3,241.54
KS,2014,4,241.18
KS,2015,1,243.39
KS,2015,2,246.33
KS,2015,3,249.09
KS,2015,4,249.29
KS,2016,1,251.46
KS,2016,2,256.42
KS,2016,3,260.24
KS,2016,4,261.96
KS,2017,1,261.46
KS,2017,2,268.54
KS,2017,3,271.18
KS,2017,4,271.97
KS,2018,1,276.08
KS,2018,2,281.25
KS,2018,3,282.02
KS,2018,4,284.50
KS,2019,1,286.89
KS,2019,2,292.05
KS,2019,3,295.46
KS,2019,4,297.36
KS,2020,1,301.39
KS,2020,2,304.34
KS,2020,3,310.87
KS,2020,4,317.08
KS,2021,1,322.67
KS,2021,2,341.32
KS,2021,3,356.38
KS,2021,4,362.52
KS,2022,1,374.47
KS,2022,2,398.49
KS,2022,3,403.40
KS,2022,4,400.27
KS,2023,1,402.34
KS,2023,2,422.16
KS,2023,3,429.60
KS,2023,4,430.58
KS,2024,1,440.83
KS,2024,2,451.65
KS,2024,3,454.38
KS,2024,4,457.95
KS,2025,1,466.98
KS,2025,2,470.59
KY,1975,1,63.63
KY,1975,2,65.46
KY,1975,3,66.79
KY,1975,4,67.68
KY,1976,1,69.16
KY,1976,2,68.09
KY,1976,3,68.80
KY,1976,4,68.91
KY,1977,1,69.13
KY,1977,2,73.53
KY,1977,3,76.18
KY,1977,4,78.23
KY,1978,1,80.84
KY,1978,2,83.33
KY,1978,3,88.01
KY,1978,4,91.27
KY,1979,1,95.07
KY,1979,2,96.81
KY,1979,3,96.51
KY,1979,4,98.69
KY,1980,1,100.00
KY,1980,2,100.34
KY,1980,3,100.37
KY,1980,4,104.15
KY,1981,1,106.36
KY,1981,2,104.94
KY,1981,3,102.91
KY,1981,4,102.78
KY,1982,1,105.76
KY,1982,2,105.79
KY,1982,3,103.77
KY,1982,4,105.98
KY,1983,1,107.82
KY,1983,2,108.91
KY,1983,3,109.34
KY,1983,4,108.42
KY,1984,1,112.07
KY,1984,2,110.01
KY,1984,3,112.01
KY,1984,4,111.79
KY,1985,1,113.49
KY,1985,2,114.61
KY,1985,3,113.92
KY,1985,4,116.25
KY,1986,1,117.80
KY,1986,2,119.92
KY,1986,3,120.11
KY,1986,4,122.76
KY,1987,1,124.22
KY,1987,2,125.41
KY,1987,3,128.50
KY,1987,4,128.39
KY,1988,1,130.85
KY,1988,2,132.04
KY,1988,3,134.15
KY,1988,4,135.45
KY,1989,1,137.08
KY,1989,2,138.06
KY,1989,3,140.79
KY,1989,4,141.53
KY,1990,1,142.11
KY,1990,2,143.26
KY,1990,3,144.25
KY,1990,4,143.96
KY,1991,1,146.32
KY,1991,2,147.59
KY,1991,3,148.34
KY,1991,4,150.19
KY,1992,1,151.26
KY,1992,2,152.49
KY,1992,3,154.46
KY,1992,4,155.81
KY,1993,1,156.58
KY,1993,2,158.51
KY,1993,3,159.68
KY,1993,4,161.61
KY,1994,1,164.23
KY,1994,2,168.48
KY,1994,3,170.05
KY,1994,4,171.81
KY,1995,1,173.75
KY,1995,2,176.66
KY,1995,3,179.10
KY,1995,4,180.78
KY,1996,1,183.01
KY,1996,2,184.64
KY,1996,3,186.50
KY,1996,4,188.45
KY,1997,1,191.40
KY,1997,2,192.37
KY,1997,3,194.64
KY,1997,4,197.10
KY,1998,1,198.80
KY,1998,2,201.12
KY,1998,3,203.56
KY,1998,4,206.23
KY,1999,1,208.08
KY,1999,2,210.38
KY,1999,3,212.29
KY,1999,4,213.98
KY,2000,1,217.30
KY,2000,2,219.19
KY,2000,3,221.08
KY,2000,4,223.85
KY,2001,1,228.23
KY,2001,2,230.27
KY,2001,3,232.19
KY,2001,4,234.01
KY,2002,1,235.88
KY,2002,2,237.47
KY,2002,3,239.98
KY,2002,4,242.24
KY,2003,1,244.26
KY,2003,2,246.19
KY,2003,3,248.28
KY,2003,4,251.80
KY,2004,1,254.88
KY,2004,2,257.12
KY,2004,3,260.15
KY,2004,4,265.16
KY,2005,1,267.02
KY,2005,2,270.75
KY,2005,3,275.12
KY,2005,4,276.49
KY,2006,1,279.05
KY,2006,2,279.95
KY,2006,3,281.16
KY,2006,4,284.19
KY,2007,1,286.71
KY,2007,2,287.46
KY,2007,3,287.10
KY,2007,4,290.11
KY,2008,1,291.44
KY,2008,2,291.33
KY,2008,3,286.86
KY,2008,4,288.56
KY,2009,1,291.16
KY,2009,2,288.34
KY,2009,3,284.96
KY,2009,4,284.92
KY,2010,1,282.92
KY,2010,2,281.86
KY,2010,3,285.76
KY,2010,4,285.40
KY,2011,1,281.26
KY,2011,2,278.45
KY,2011,3,280.72
KY,2011,4,281.79
KY,2012,1,281.46
KY,2012,2,280.48
KY,2012,3,282.70
KY,2012,4,283.77
KY,2013,1,283.65
KY,2013,2,284.40
KY,2013,3,283.88
KY,2013,4,282.72
KY,2014,1,282.73
KY,2014,2,287.19
KY,2014,3,288.37
KY,2014,4,290.47
KY,2015,1,293.31
KY,2015,2,296.96
KY,2015,3,298.57
KY,2015,4,300.99
KY,2016,1,302.36
KY,2016,2,307.89
KY,2016,3,311.15
KY,2016,4,313.02
KY,2017,1,315.72
KY,2017,2,322.11
KY,2017,3,326.51
KY,2017,4,327.17
KY,2018,1,331.52
KY,2018,2,336.04
KY,2018,3,338.78
KY,2018,4,340.35
KY,2019,1,343.97
KY,2019,2,349.43
KY,2019,3,354.78
KY,2019,4,356.96
KY,2020,1,361.14
KY,2020,2,365.21
KY,2020,3,371.67
KY,2020,4,379.11
KY,2021,1,386.28
KY,2021,2,403.74
KY,2021,3,424.02
KY,2021,4,437.74
KY,2022,1,449.65
KY,2022,2,475.59
KY,2022,3,484.62
KY,2022,4,487.11
KY,2023,1,492.22
KY,2023,2,508.86
KY,2023,3,513.88
KY,2023,4,518.92
KY,2024,1,524.52
KY,2024,2,541.12
KY,2024,3,550.11
KY,2024,4,551.91
KY,2025,1,557.44
KY,2025,2,566.03
LA,1975,1,51.79
LA,1975,2,55.18
LA,1975,3,52.50
LA,1975,4,55.90
LA,1976,1,59.08
LA,1976,2,58.84
LA,1976,3,58.16
LA,1976,4,61.83
LA,1977,1,62.99
LA,1977,2,65.26
LA,1977,3,62.96
LA,1977,4,68.64
LA,1978,1,73.03
LA,1978,2,73.63
LA,1978,3,77.84
LA,1978,4,82.03
LA,1979,1,88.05
LA,1979,2,92.13
LA,1979,3,96.24
LA,1979,4,97.78
LA,1980,1,100.00
LA,1980,2,99.14
LA,1980,3,101.34
LA,1980,4,102.83
LA,1981,1,106.67
LA,1981,2,108.59
LA,1981,3,111.16
LA,1981,4,113.10
LA,1982,1,110.10
LA,1982,2,114.60
LA,1982,3,115.19
LA,1982,4,114.92
LA,1983,1,116.43
LA,1983,2,116.90
LA,1983,3,115.97
LA,1983,4,116.61
LA,1984,1,116.78
LA,1984,2,117.45
LA,1984,3,116.09
LA,1984,4,114.57
LA,1985,1,111.87
LA,1985,2,113.33
LA,1985,3,113.42
LA,1985,4,110.96
LA,1986,1,113.80
LA,1986,2,114.63
LA,1986,3,111.90
LA,1986,4,110.78
LA,1987,1,110.94
LA,1987,2,110.45
LA,1987,3,104.96
LA,1987,4,104.92
LA,1988,1,102.11
LA,1988,2,102.53
LA,1988,3,101.16
LA,1988,4,99.84
LA,1989,1,100.75
LA,1989,2,100.64
LA,1989,3,102.54
LA,1989,4,102.41
LA,1990,1,101.75
LA,1990,2,102.65
LA,1990,3,103.26
LA,1990,4,103.72
LA,1991,1,103.07
LA,1991,2,105.47
LA,1991,3,106.42
LA,1991,4,108.18
LA,1992,1,109.46
LA,1992,2,110.57
LA,1992,3,112.00
LA,1992,4,113.11
LA,1993,1,113.94
LA,1993,2,115.96
LA,1993,3,118.06
LA,1993,4,119.63
LA,1994,1,121.74
LA,1994,2,124.50
